<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.01.22	1.33160	1.33713	1.32663	1.33211	75632	0	8
2013.01.23	1.33205	1.33542	1.32640	1.33103	59045	0	8
2013.01.24	1.33101	1.33926	1.32854	1.33785	70251	0	8
2013.01.25	1.33786	1.34789	1.33494	1.34623	82988	0	8
2013.01.27	1.34641	1.34656	1.34529	1.34588	595	0	11
2013.01.28	1.34593	1.34770	1.34243	1.34452	59776	0	8
2013.01.29	1.34457	1.34968	1.34139	1.34871	74596	0	8
2013.01.30	1.34864	1.35871	1.34816	1.35677	66828	0	8
2013.01.31	1.35677	1.35938	1.35408	1.35872	66028	0	8
2013.02.01	1.35872	1.37108	1.35829	1.36391	84761	0	8
2013.02.03	1.36498	1.36595	1.36456	1.36485	388	0	11
2013.02.04	1.36488	1.36534	1.34980	1.35028	64737	0	8
2013.02.05	1.35026	1.35973	1.34580	1.35825	78131	0	8
2013.02.06	1.35825	1.35959	1.34929	1.35183	74866	0	8
2013.02.07	1.35186	1.35771	1.33703	1.33942	87971	0	8
2013.02.08	1.33944	1.34288	1.33529	1.33622	73950	0	8
2013.02.10	1.33753	1.33753	1.33627	1.33683	1338	0	13
2013.02.11	1.33687	1.34271	1.33566	1.34007	61063	0	6
2013.02.12	1.34007	1.34754	1.33635	1.34514	69529	0	6
2013.02.13	1.34511	1.35197	1.34257	1.34482	68793	0	5
2013.02.14	1.34483	1.34552	1.33149	1.33577	69241	0	7
2013.02.15	1.33578	1.33932	1.33060	1.33595	69909	0	8
2013.02.17	1.33470	1.33577	1.33406	1.33435	913	0	12
2013.02.18	1.33439	1.33792	1.33210	1.33517	45669	0	6
2013.02.19	1.33525	1.33957	1.33284	1.33846	62231	0	8
2013.02.20	1.33848	1.34338	1.32705	1.32877	79017	0	8
2013.02.21	1.32874	1.32892	1.31606	1.31920	87129	0	9
2013.02.22	1.31916	1.32449	1.31447	1.31924	76502	0	8
2013.02.24	1.32157	1.32169	1.31850	1.31950	2209	0	13
2013.02.25	1.31944	1.33185	1.30473	1.30544	122312	0	8
2013.02.26	1.30548	1.31222	1.30177	1.30641	127251	0	8
2013.02.27	1.30641	1.31466	1.30409	1.31350	108757	0	8
2013.02.28	1.31350	1.31614	1.30527	1.30668	87529	0	8
2013.03.01	1.30666	1.31008	1.29662	1.30223	94714	0	8
2013.03.03	1.30110	1.30177	1.30036	1.30141	941	0	13
2013.03.04	1.30136	1.30307	1.29819	1.30255	74071	0	9
2013.03.05	1.30250	1.30751	1.30097	1.30450	78925	0	8
2013.03.06	1.30445	1.30703	1.29652	1.29749	55745	0	7
2013.03.07	1.29737	1.31182	1.29737	1.31052	79834	0	8
2013.03.08	1.31049	1.31342	1.29549	1.30040	73998	0	8
2013.03.10	1.29953	1.30036	1.29872	1.29882	1034	0	8
2013.03.11	1.29883	1.30534	1.29793	1.30346	60316	0	8
2013.03.12	1.30347	1.30743	1.29909	1.30271	96951	0	8
2013.03.13	1.30272	1.30645	1.29230	1.29567	112331	0	8
2013.03.14	1.29566	1.30298	1.29108	1.30122	124861	0	8
2013.03.15	1.30124	1.31068	1.30021	1.30744	121501	0	9
2013.03.17	1.29101	1.29210	1.28947	1.29049	8436	0	13
2013.03.18	1.29048	1.29954	1.28816	1.29420	134762	0	8
2013.03.19	1.29420	1.29692	1.28432	1.28566	145301	0	8
2013.03.20	1.28566	1.29782	1.28565	1.29328	129377	0	8
2013.03.21	1.29330	1.29548	1.28793	1.28977	144549	0	8
2013.03.22	1.28977	1.30095	1.28880	1.29868	112459	0	8
2013.03.24	1.29647	1.29798	1.29612	1.29726	2211	0	11
2013.03.25	1.29728	1.30478	1.28295	1.28592	141306	0	8
2013.03.26	1.28594	1.28892	1.28280	1.28630	115872	0	8
2013.03.27	1.28630	1.28667	1.27507	1.27781	115664	0	8
2013.03.28	1.27783	1.28442	1.27550	1.28145	114037	0	8
2013.03.29	1.28145	1.28366	1.27919	1.28185	34693	0	8
2013.03.31	1.28055	1.28128	1.28043	1.28101	455	0	11
2013.04.01	1.28102	1.28677	1.27709	1.28435	56756	0	8
2013.04.02	1.28436	1.28772	1.28086	1.28220	87823	0	8
2013.04.03	1.28220	1.28640	1.27894	1.28428	91347	0	8
2013.04.04	1.28426	1.29487	1.27450	1.29330	125859	0	8
2013.04.05	1.29332	1.30394	1.29002	1.29885	100738	0	8
2013.04.07	1.29725	1.30040	1.29706	1.29920	2411	0	11
2013.04.08	1.29922	1.30376	1.29681	1.30169	74797	0	8
2013.04.09	1.30169	1.31026	1.30047	1.30804	95785	0	8
2013.04.10	1.30803	1.31215	1.30522	1.30675	99295	0	8
