<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.11.14	72492	72838	70825	70827	1266630	51654408111	0
2017.11.16	70835	72896	70835	72512	807077	6940710676	0
2017.11.17	72503	73632	72390	73437	643702	5698658281	0
2017.11.21	73439	75073	73439	74595	751863	7551945248	0
2017.11.22	74611	75019	74242	74519	69522434	711569871052	0
2017.11.23	74519	74578	73851	74487	731515	6037345174	0
2017.11.24	74503	74542	74093	74157	427643	5416056186	0
2017.11.27	74011	74142	73159	74059	616496	5675601006	0
2017.11.28	74151	74989	74056	74140	704029	6622631899	0
2017.11.29	74146	74515	72700	72700	867479	7593412705	0
2017.11.30	72700	72700	71215	71783	1165897	11129559841	0
2017.12.01	71955	72472	71488	72264	1381901	11640577688	0
2017.12.04	72266	73749	72266	73090	692883	6333331558	0
2017.12.05	73090	74166	72319	72546	641667	6192820928	0
2017.12.06	72481	73418	71906	73268	701242	6564198867	0
2017.12.07	73258	73258	71356	72487	773657	7064377740	0
2017.12.08	72489	73425	72489	72732	585235	6390129195	0
2017.12.11	72839	73361	72498	72800	540166	5173197679	0
2017.12.12	72800	73814	71798	73814	638428	6192436617	0
2017.12.13	73827	74622	72569	72914	1043205	10077143543	0
2017.12.14	72761	72761	71969	72429	671186	7453873996	0
2017.12.15	72428	73069	72277	72608	738565	9855119459	0
2017.12.18	72665	73519	72665	73115	608679	7081983153	0
2017.12.19	73122	73139	72347	72680	577496	4923358381	0
2017.12.20	72680	73492	72680	73367	598133	4526664388	0
2017.12.21	73373	75133	73265	75133	627592	6639290301	0
2017.12.22	75128	75227	74623	75187	439888	4074293610	0
2017.12.26	75187	75837	74924	75708	359260	3433859729	0
2017.12.27	75708	76293	75708	76073	428258	3764330406	0
2017.12.28	76077	76437	76077	76402	475561	4882189544	0
2018.01.02	76403	77909	76403	77891	1419488	11740510372	0
2018.01.03	77889	78414	77602	77995	681018	6797208555	0
2018.01.04	77998	79135	77998	78647	824121	7584589858	0
2018.01.05	78644	79071	78218	79071	643695	6183339952	0
2018.01.08	79074	79395	78631	79379	653303	5817393013	0
2018.01.09	79343	79415	78699	78864	708059	7440459369	0
2018.01.10	78863	78863	78164	78201	606810	5873180886	0
2018.01.11	78201	79365	78201	79365	631390	6896070568	0
2018.01.12	79365	79440	78861	79349	744723	7224580864	0
2018.01.15	79349	79847	79349	79752	396259	4085789638	0
2018.01.16	79751	80246	79668	79832	638069	6835676457	0
2018.01.17	79832	81189	79828	81189	760018	7387459519	0
2018.01.18	81185	81367	80498	80963	757504	7623195238	0
2018.01.19	80965	81429	80854	81220	580722	6881250978	0
2018.01.22	81216	81675	80923	81675	600027	6329991710	0
2018.01.23	81676	81676	80524	80679	754127	9372973250	0
2018.01.24	80679	83680	80679	83680	1102395	13070092876	0
2018.01.26	83687	85531	83687	85531	1284957	13468593941	0
2018.01.29	85531	85531	84341	84698	760610	9494384475	0
2018.01.30	84697	84697	83804	84482	667544	8488940132	0
2018.01.31	84485	86213	84484	84913	869284	10203825500	0
2018.02.01	84913	86028	84833	85495	897604	10466390991	0
2018.02.02	85495	85495	83831	84041	757332	8388630960	0
2018.02.05	84040	84311	81861	81861	653569	7969121794	0
2018.02.06	81799	84162	80804	83894	1215728	14641882047	0
2018.02.07	83894	84410	82548	82767	877383	9686749329	0
2018.02.08	82773	83501	81109	81533	835742	9506725052	0
2018.02.09	81532	81897	79690	80899	1056686	10286449714	0
2018.02.14	80901	83782	80901	83543	906571	9689842575	0
2018.02.15	83575	84686	83575	84291	763151	8984772436	0
2018.02.16	84291	84575	83824	84525	688753	8871487284	0
2018.02.19	84545	84956	84544	84793	451864	4988258948	0
2018.02.20	84776	86290	84261	85804	841646	10157584957	0
2018.02.21	85804	87358	85804	86052	1966378	24731470306	0
2018.02.22	86050	87159	86050	86686	770955	9148363440	0
2018.02.23	86719	87345	86138	87293	807043	10940353797	0
2018.02.26	87296	88318	87242	87653	1001801	9983450755	0
2018.02.27	87649	87839	86613	86935	786309	8179399663	0
2018.02.28	86939	87109	85199	85354	898045	15170430403	0
2018.03.01	85337	86260	84640	85378	939171	10045735715	0
2018.03.02	85378	85761	83897	85761	833345	8592521450	0
2018.03.05	85768	86165	85053	86023	760183	8211988006	0
2018.03.06	86023	86931	85653	85653	862067	8850284721	0
2018.03.07	85653	85653	84397	85484	803064	8676502008	0
2018.03.08	85510	85830	84491	84985	722397	8823035040	0
2018.03.09	84989	86389	84749	86371	809103	8590220425	0
2018.03.12	86386	87046	86386	86900	621108	6833159856	0
2018.03.13	86938	87333	86119	86384	676893	7091870995	0
2018.03.14	86383	86970	85691	86051	567869	6914368387	0
2018.03.15	86030	86030	84720	84928	777107	9587128228	0
2018.03.16	84928	85495	84525	84886	765064	14962645324	0
2018.03.19	84886	84886	83678	83913	867036	8658205784	0
2018.03.20	83968	84412	83682	84164	608889	6449440457	0
2018.03.21	84161	85145	84080	84977	772808	8799572174	0
2018.03.22	84984	85499	84197	84768	768366	8332551662	0
2018.03.23	84551	85450	84042	84377	752213	8194000414	0
2018.03.26	84377	85553	84357	85088	1461833	14870952118	0
2018.03.27	85103	85296	83542	83808	646015	7514647928	0
2018.03.28	83806	83889	82889	83874	746282	7148827562	0
2018.03.29	83874	85708	83874	85366	746932	8395999590	0
2018.04.02	85365	85675	84166	84666	645437	6504208971	0
2018.04.03	84669	85411	84210	84623	602116	6788590399	0
2018.04.04	84610	84610	82826	84360	705648	7232860156	0
2018.04.05	84374	86148	84374	85210	825457	11310363735	0
2018.04.06	85210	85210	83833	84820	726024	7665687243	0
2018.04.09	84832	85110	83155	83307	750406	7680697629	0
2018.04.10	83328	84538	83327	84510	776979	8796797135	0
2018.04.11	84494	85417	84340	85246	702484	8224136651	0
2018.04.12	85291	85577	85025	85444	701996	7113529793	0
2018.04.13	85425	85425	84144	84334	758548	8177441514	0
2018.04.16	84328	84591	82762	82862	657153	7373139929	0
2018.04.17	82862	84191	82810	84086	691139	6594725240	0
2018.04.18	84125	86149	84125	85776	963966	10842792955	0
2018.04.19	85665	86059	85197	85824	741778	8717369097	0
2018.04.20	85823	85823	85025	85550	605862	6987699651	0
2018.04.23	85520	85746	84711	85603	619575	6397641912	0
2018.04.24	85603	86578	85106	85469	690613	7256491232	0
2018.04.25	85466	85466	84349	85044	748240	8097887959	0
2018.04.26	85079	86383	85079	86383	731808	8282642044	0
2018.04.27	86403	87179	86262	86445	717144	7845984560	0
2018.04.30	86443	86739	85979	86116	542354	5489700108	0
2018.05.02	86111	86111	84383	84547	924249	9705704213	0
2018.05.03	84547	84562	83178	83288	894231	9972011723	0
2018.05.04	83286	83671	82746	83122	738482	8884877646	0
2018.05.07	83122	83643	82602	82714	695498	7471509946	0
2018.05.08	82716	83409	82201	82956	29669789	344316615547	0
2018.05.09	82977	84447	82855	84265	938473	11723762304	0
2018.05.10	84324	86201	84324	85861	991108	12034448254	0
2018.05.11	85861	86406	85183	85220	954079	11126672906	0
2018.05.14	85279	86105	84688	85232	1044200	10292877143	0
2018.05.15	85225	85231	83830	85130	1109730	11310978696	0
2018.05.16	85122	86678	85044	86537	810436	9769039100	0
2018.05.17	86537	86537	83377	83622	1253192	14766200076	0
2018.05.18	83569	83575	81391	83082	1317523	15034418808	0
2018.05.21	83095	83883	81576	81815	959201	10739238017	0
2018.05.22	82015	83396	81613	82739	1089857	11839023418	0
2018.05.23	82742	82742	80867	80867	870664	9207541386	0
2018.05.24	80860	80860	79027	80122	1213031	14374013710	0
2018.05.25	80129	80629	78622	78898	993477	10318731858	0
2018.05.28	78886	78886	75337	75356	1035049	8951720016	0
2018.05.29	75361	77214	75361	76072	1540636	13258741408	0
2018.05.30	76045	77097	75515	76754	1357174	17635271186	0
2018.06.01	76779	78169	75524	77240	2465627	25428407992	0
2018.06.04	77244	78637	77244	78596	868748	9035322764	0
2018.06.05	78595	78892	76412	76642	1025013	10047803020	0
2018.06.06	76641	76967	75518	76117	1072320	10755188403	0
2018.06.07	76104	76104	71162	73851	1794390	16820585724	0
2018.06.08	73848	74031	71679	72942	1442592	12578829074	0
2018.06.11	72924	73716	71843	72308	968067	7619602449	0
2018.06.12	72308	73322	72124	72754	965118	8149384878	0
2018.06.13	72757	72977	71035	72122	41094328	338253429090	0
2018.06.14	72180	72708	71344	71421	1035987	9423182361	0
2018.06.15	71421	71421	69583	70758	1250340	14099762853	0
2018.06.18	70757	70757	69360	69815	895285	7275241145	0
2018.06.19	69811	72010	69069	71394	1164724	11231722000	0
2018.06.20	71434	72617	71155	72123	954156	9327896621	0
2018.06.21	72117	72207	70019	70075	890840	7213034642	0
2018.06.22	70077	71058	69907	70641	688331	6039623910	0
2018.06.25	70642	71323	69779	70953	725551	7081930015	0
2018.06.26	71024	71622	70203	71405	775556	11083787874	0
2018.06.27	71405	72032	70134	70609	891444	7484934513	0
2018.06.28	70609	72092	70439	71767	750165	7178781175	0
2018.06.29	71779	73020	71779	72763	854732	8069623325	0
2018.07.02	72763	72840	71935	72840	592095	5637879171	0
2018.07.03	72848	74515	72848	73668	728592	6843300474	0
2018.07.04	73727	74904	73450	74744	463099	4382384588	0
2018.07.05	74751	75127	73756	74553	769938	7438336097	0
2018.07.06	74563	75065	74048	75008	610675	5692272367	0
2018.07.10	75015	75895	74431	74862	786472	8665908499	0
2018.07.11	74862	75025	74196	74399	712663	8247978789	0
2018.07.12	74403	75898	74403	75856	778207	8147476700	0
2018.07.13	75856	76682	75554	76596	748011	7844045092	0
2018.07.16	76587	76924	76129	76653	735753	6884023519	0
2018.07.17	76653	78522	76482	78130	915703	8491312996	0
2018.07.18	78124	78496	77164	77363	727752	8159643237	0
2018.07.19	77360	77487	75890	77487	715183	8728412173	0
2018.07.20	77501	79489	77501	78571	1039928	11031506581	0
2018.07.23	78564	78639	77871	77996	599680	5498417144	0
2018.07.24	78005	79497	78005	79155	721775	7548821955	0
2018.07.25	79233	80437	79227	80218	796307	8407374260	0
2018.07.26	80242	80589	79081	79405	711811	9972367355	0
2018.07.27	79405	80251	79405	79866	689339	7246391377	0
2018.07.30	79866	80492	79699	80276	603327	6197559888	0
2018.07.31	80279	80279	79016	79220	818238	7909031707	0
2018.08.01	79212	79731	78769	79302	733219	8071206183	0
2018.08.02	79237	79896	78573	79637	624484	7183477190	0
2018.08.03	79656	81792	79656	81435	859882	9250936381	0
2018.08.06	81445	81765	80965	81051	634033	6069692398	0
2018.08.07	81094	81742	79923	80347	975458	9723035283	0
2018.08.08	80365	80912	78966	79152	864238	8862498739	0
2018.08.09	79171	79461	78156	78768	956853	8391581792	0
2018.08.10	78766	78766	76043	76514	1129372	10058106499	0
2018.08.13	76513	77689	75931	77496	861136	8297843555	0
2018.08.14	77556	78742	77555	78602	796385	7842984429	0
2018.08.15	78614	78618	76829	77078	1056519	9937018205	0
2018.08.16	77085	77704	76381	76819	783585	7487394868	0
2018.08.17	76817	76817	75633	76029	906255	8389820304	0
2018.08.20	76029	76497	75608	76328	823653	7843771268	0
2018.08.21	76327	76340	74915	75180	1004553	8839374377	0
2018.08.22	75171	76904	74876	76902	769429	7541382513	0
2018.08.23	76899	77232	75466	75634	895775	8378611373	0
2018.08.24	75653	76629	75653	76262	701545	6403868559	0
2018.08.27	76264	78008	76264	77930	585655	5801118211	0
2018.08.28	77928	78038	77149	77473	677361	6572329867	0
2018.08.29	77472	78783	77399	78389	704011	6893097445	0
2018.08.30	78365	78365	76372	76404	834916	7886104082	0
2018.08.31	76386	77202	76026	76678	757673	9349791390	0
2018.09.03	76675	76675	75729	76193	441665	3605396245	0
2018.09.04	76177	76185	74605	74712	803080	6797208115	0
2018.09.05	74712	75370	74276	75092	631369	6472343564	0
2018.09.06	75098	76533	74986	76416	771820	7181835586	0
2018.09.10	76416	77293	76115	76436	730917	7040072438	0
2018.09.11	76437	76437	74275	74657	885751	7363819766	0
2018.09.12	74680	75680	74499	75125	761132	8042953194	0
2018.09.13	75126	75407	74501	74687	764626	6881867025	0
2018.09.14	74687	75705	74445	75429	793210	7294566290	0
2018.09.17	75428	76893	75227	76789	708010	7233598504	0
2018.09.18	76779	78454	76677	78314	860125	9221666891	0
2018.09.19	78242	79021	77624	78169	778236	8039278366	0
2018.09.20	78169	78944	77820	78116	636128	6665493098	0
2018.09.21	78148	80002	78148	79444	777611	10990721507	0
2018.09.24	79447	79447	77857	77984	613087	6137763629	0
2018.09.25	77980	78688	77005	78630	762994	8346408910	0
2018.09.26	78634	79461	78530	78656	930347	8760069247	0
2018.09.27	78676	80107	78676	80000	930017	10311532801	0
2018.09.28	80000	80000	78967	79342	666702	8971314480	0
2018.10.01	79366	79557	78091	78624	621746	6599840793	0
2018.10.02	78627	81778	78626	81594	1364977	13958103360	0
2018.10.03	81624	85442	81623	83273	1620168	18810333506	0
2018.10.04	83275	83430	81892	82953	952120	11478539973	0
2018.10.05	82999	83805	82030	82322	1014385	12265639798	0
2018.10.08	82324	87333	82324	86084	2112195	24581378792	0
2018.10.09	86053	86573	85433	86088	1234545	14830019978	0
2018.10.10	86084	86085	83679	83679	1040409	11866894530	0
2018.10.11	83709	84749	82607	82921	1078576	12726169497	0
2018.10.15	82957	84278	82950	83360	1038235	11664455034	0
2018.10.16	83420	85718	83420	85718	1040651	12036575043	0
2018.10.17	85714	86167	84944	85764	1043153	12278523406	0
2018.10.18	85760	85760	83846	83847	873967	9948799332	0
2018.10.19	83845	84954	83667	84220	779811	17367977688	0
2018.10.22	84222	85772	84222	85597	831345	18080500590	0
2018.10.23	85595	85595	84032	85300	1007600	21594811684	0
2018.10.24	85302	85786	83035	83064	973337	22281978157	0
2018.10.25	83124	84831	83124	84084	1204855	26119913810	0
2018.10.26	84084	85720	83497	85720	1469995	16353520867	0
2018.10.29	85728	88377	82783	83797	1719109	19699635557	0
2018.10.30	83802	86990	83802	86886	1613111	16770103155	0
2018.10.31	86889	88028	86213	87424	1271618	14799827568	0
2018.11.01	87454	89017	87094	88419	1203404	15414135860	0
2018.11.05	88418	89598	88347	89598	1125215	11981247722	0
2018.11.06	89587	89587	88066	88669	960329	11941646484	0
2018.11.07	88676	89565	87541	87714	1045227	11664071555	0
2018.11.08	87732	88570	85620	85620	1091768	13093929742	0
2018.11.09	85620	86233	84030	85641	1019913	12305538501	0
2018.11.12	85637	86227	85009	85525	831877	8550672480	0
2018.11.13	85531	85941	84071	84914	982502	11009361635	0
2018.11.14	84898	85973	84267	85973	1128767	13674532420	0
2018.11.16	85975	88516	85975	88515	1206253	12892107671	0
2018.11.19	88472	88484	87047	87901	792438	9367395587	0
2018.11.21	87896	87896	86254	87269	1906788	20492504677	0
2018.11.22	87246	87656	87222	87477	1063107	10799722176	0
2018.11.23	87476	87477	85763	86230	936070	10396615782	0
2018.11.26	86237	87147	84905	85547	6362571	68013706236	0
2018.11.27	85558	88018	85377	87891	1228043	11981471049	0
2018.11.28	87891	89483	87153	89251	1157965	13103854399	0
2018.11.29	89249	89910	88475	89710	928156	10420651614	0
2018.11.30	89709	90246	89258	89504	1079800	16102458810	0
2018.12.03	89511	91242	89429	89820	1230900	14813487672	0
2018.12.04	89820	90452	88041	88624	1131812	12411539126	0
2018.12.05	88644	89111	88449	89040	624530	6578174852	0
2018.12.06	88933	88933	87025	88846	1018754	10594457752	0
2018.12.07	88849	89986	87907	88115	947696	11088919200	0
2018.12.10	88115	88384	85915	85915	902336	9545843658	0
2018.12.11	85949	87520	85583	86420	945653	10576607406	0
2018.12.12	86467	87946	86467	86977	1184685	11808102106	0
2018.12.13	86984	87842	86856	87838	844566	8638942179	0
2018.12.14	87838	88184	87106	87450	789425	8595175209	0
2018.12.17	87448	87820	86328	86400	833756	9060734526	0
2018.12.18	86400	87274	86400	86610	869486	9636782061	0
2018.12.19	86657	88101	85674	85674	1017590	13361781685	0
2018.12.20	85678	86584	84756	85269	1013578	12902055310	0
2018.12.21	85269	86554	85134	85697	941814	14432196298	0
2018.12.26	85684	85684	83892	85136	787375	7714979946	0
2018.12.27	85141	85739	84876	85460	793419	8067461124	0
2018.12.28	85509	88044	85504	87887	860987	9037923165	0
2019.01.02	87879	91479	87536	91012	1327689	14161809518	0
2019.01.03	91011	91596	89922	91564	1312636	17365707795	0
2019.01.04	91577	92701	90824	91841	3556069	41567673771	0
2019.01.07	91845	92552	91288	91699	986162	12083536033	0
2019.01.08	91702	92231	91064	92032	1166559	11563913913	0
2019.01.09	92033	93626	92028	93613	1320061	13248664745	0
2019.01.10	93599	93987	93050	93806	1112618	11782883660	0
2019.01.11	93806	93961	93359	93658	1179464	11912983438	0
2019.01.14	93650	94474	93335	94474	1053151	10831341205	0
2019.01.15	94474	94695	93402	94056	998057	12130120683	0
2019.01.16	94057	94393	93687	94393	1032879	10115505241	0
2019.01.17	94393	95682	93950	95351	1164135	12513098697	0
2019.01.18	95386	96396	95386	96097	2241182	25756066926	0
2019.01.21	96069	96076	94863	96010	683079	7078800078	0
2019.01.22	96008	96070	94662	95103	950972	10630626244	0
2019.01.23	95116	96576	95116	96558	1006958	11633420789	0
2019.01.24	96558	97677	96558	97677	1042728	12027859916	0
2019.01.28	97674	97937	94783	95444	1603534	20941622155	0
2019.01.29	95508	96751	95508	95639	1229494	14325374434	0
2019.01.30	95651	97107	95651	96996	1324983	15337846030	0
2019.01.31	97036	98405	97036	97394	1412436	15935021224	0
2019.02.01	97399	98044	96990	97861	1127830	10499067315	0
2019.02.04	97861	98589	96901	98589	996817	11360016426	0
2019.02.05	98587	98587	97596	98311	1081048	12624377303	0
2019.02.06	98308	98308	94636	94636	1242965	13966728712	0
2019.02.07	94654	95642	93507	94406	1293294	14337990483	0
2019.02.08	94401	95486	93424	95343	1162610	13696565611	0
2019.02.11	95351	95499	93737	94413	888977	9834345813	0
2019.02.12	94420	96571	94420	96168	1109196	13776414412	0
2019.02.13	96177	96804	95389	95842	1463716	15330882975	0
2019.02.14	95858	98019	94915	98015	1133584	14200956771	0
2019.02.15	98015	98238	97083	97526	1061835	12038416520	0
2019.02.18	97218	97218	96239	96510	296627	4700539653	0
2019.02.19	96513	98185	96513	97659	883028	12170045276	0
2019.02.20	97661	98544	96545	96545	1343856	14410362312	0
2019.02.21	96546	97231	95793	96932	1090345	13234273256	0
2019.02.22	96929	97887	96929	97886	966402	11387188403	0
2019.02.25	97881	98190	97087	97240	923612	10145000443	0
2019.02.26	97242	97904	97235	97603	899487	9036617912	0
2019.02.27	97603	97782	96886	97307	971898	9938715684	0
2019.02.28	97307	97528	95364	95584	1108728	13895579032	0
2019.03.01	95584	96113	94394	94604	1046058	10806326845	0
2019.03.06	94604	94889	93945	94217	3030350	26749675654	0
2019.03.07	94216	94532	93729	94340	1003503	10284194351	0
2019.03.08	94340	95476	93305	95365	1020726	10574196800	0
2019.03.11	95628	98027	95628	98027	482615	7616434148	0
2019.03.12	98038	98150	97267	97828	814951	10021041053	0
2019.03.13	97831	99267	97464	98904	1076776	12914918780	0
2019.03.14	98905	99036	97776	98605	826248	9572884168	0
2019.03.15	98605	99393	98597	99137	907409	13901163510	0
2019.03.18	99141	100038	99141	99994	1798950	23016853090	0
2019.03.19	100004	100439	99373	99588	1103735	14150463414	0
2019.03.20	99588	99708	97981	98041	1061737	13032326067	0
2019.03.21	98041	98046	95456	96729	1376532	14102323814	0
2019.03.22	96725	96725	93380	93735	1602851	16296688777	0
2019.03.25	93732	94384	93103	93662	620100	9082961570	0
2019.03.26	93668	95525	93668	95307	1066844	12456762415	0
2019.03.27	95297	95297	91903	91903	1477978	14385601072	0
2019.03.28	91901	94854	91584	94389	1314115	14224983654	0
2019.03.29	94402	95863	94402	95415	1067037	12213495485	0
2019.04.01	95423	96752	95423	96054	845523	9877959450	0
2019.04.02	96062	96690	94825	95387	802273	9375018323	0
2019.04.03	95392	96442	94124	94491	989967	11162119583	0
2019.04.04	94503	96394	94334	96313	980977	10216884691	0
2019.04.05	96319	97493	96152	97108	1816751	18333964548	0
2019.04.08	97110	97610	96743	97369	921707	9036068937	0
2019.04.09	97366	97366	95488	96292	1019947	9551245776	0
2019.04.10	96292	96902	95670	95953	962826	11325469521	0
2019.04.11	95954	95954	94173	94755	904937	8833345535	0
2019.04.12	94747	94768	92516	92875	1313721	17196314611	0
2019.04.15	92875	93723	92697	93083	1069840	12057707277	0
2019.04.16	93082	95062	92879	94333	1098085	11465432788	0
2019.04.17	94337	95042	92338	93285	1328326	16607579272	0
2019.04.18	93285	95140	93285	94578	959452	12401351326	0
2019.04.22	94547	95038	93721	94588	778787	7849605728	0
2019.04.23	94590	96315	94590	95923	979348	10381365155	0
2019.04.24	95923	95923	94163	95045	1061614	11406085870	0
2019.04.25	95027	96552	94213	96552	1108179	12405834100	0
2019.04.26	96552	96563	95620	96236	980039	9500957748	0
2019.04.29	96254	97123	96004	96188	793270	8311858957	0
2019.04.30	96191	96707	95613	96353	1031208	10477748116	0
2019.05.02	96339	96339	95312	95528	6875993	78416481683	0
2019.05.03	95521	96315	95521	96008	30697321	366690138582	0
2019.05.06	95992	95992	94540	95009	768382	7649111441	0
2019.05.07	95009	95009	92750	94389	1156958	12049459312	0
2019.05.08	94389	96312	94389	95597	1177269	12252442612	0
2019.05.09	95597	95597	93883	94808	1033264	10709609944	0
2019.05.10	94809	94848	93234	94258	1061364	10583834702	0
2019.05.13	94252	94252	91600	91727	1146151	10805350968	0
2019.05.14	91772	92529	91562	92092	987932	9872870196	0
2019.05.15	92088	92088	90295	91623	1210094	11323434899	0
2019.05.16	91622	91622	89778	90024	1410840	14137597053	0
2019.05.17	90023	91321	89409	89993	1258612	13285382128	0
2019.05.20	90006	92117	89822	91946	14027747	136877703802	0
2019.05.21	91946	94573	91946	94485	1262781	13796980513	0
2019.05.22	94485	95212	93883	94361	992768	11207652733	0
2019.05.23	94360	94547	93300	93910	871816	10021645647	0
2019.05.24	93912	94900	93545	93628	932315	9434148476	0
2019.05.27	93747	95444	93746	94864	689983	6725116559	0
2019.05.28	94863	96552	94707	96393	1164577	17858080520	0
2019.05.29	96389	96986	95690	96567	1113734	11661354765	0
2019.05.30	96566	97939	96511	97457	1084501	10949131617	0
2019.05.31	97420	97992	96792	97030	1229586	13222491227	0
2019.06.03	97036	97757	96430	97020	1142828	11427617765	0
2019.06.04	97020	97723	96593	97380	1091845	11183308132	0
2019.06.05	97381	97686	95686	95997	915171	9864386213	0
2019.06.06	96002	97462	96002	97205	920280	10259442821	0
2019.06.07	97205	98326	97205	97821	948452	9404259653	0
2019.06.10	97828	97856	96782	97467	916677	8970253269	0
2019.06.11	97467	98985	97467	98960	1118823	13809493312	0
2019.06.12	98960	99240	97831	98321	1097222	12340873013	0
2019.06.13	98321	99364	98321	98774	1146907	14586424636	0
2019.06.14	98776	98981	97601	98040	958256	14009573372	0
2019.06.17	98038	98439	97623	97623	924657	10453540637	0
2019.06.18	97633	99412	97633	99404	1012961	12060465382	0
2019.06.19	99409	100327	98978	100303	1006937	12139633963	0
2019.06.21	100305	102100	100305	102013	1148752	14933018725	0
2019.06.24	102018	102617	101589	102062	905548	9307805720	0
2019.06.25	102061	102061	99890	100093	992338	12506567240	0
2019.06.26	100095	101126	100095	100689	840251	13152603087	0
2019.06.27	100689	101025	99421	100724	946283	11493703787	0
2019.06.28	100726	101563	100726	100967	891735	10833683682	0
2019.07.01	100974	102432	100974	101340	980439	10876792867	0
2019.07.02	101342	101565	100073	100605	1151267	13292493592	0
2019.07.03	100576	102177	100451	102043	1018324	11708457161	0
2019.07.04	102047	104022	102047	103636	949601	10222881844	0
2019.07.05	103628	104176	102622	104090	1006423	11712932205	0
2019.07.08	104089	104679	103988	104530	789059	9198414527	0
2019.07.10	104537	106650	104537	105817	1620820	17494519942	0
2019.07.11	105818	105886	104814	105146	1152105	12955195489	0
2019.07.12	105158	105731	103903	103906	1082918	12882541376	0
2019.07.15	103909	104578	103495	103803	874646	10191621843	0
2019.07.16	103805	104440	103361	103775	916585	11669633900	0
2019.07.17	103775	104453	103712	103856	884913	10724745014	0
2019.07.18	103859	104773	103859	104717	869993	11190546168	0
2019.07.19	104716	104723	103388	103452	826051	9657519663	0
2019.07.22	103482	104278	103482	103950	817369	8995690731	0
2019.07.23	103950	104430	103518	103704	873795	11828963227	0
2019.07.24	103707	104570	103707	104120	1056403	12661171014	0
2019.07.25	104119	104440	102391	102655	1260050	15100685146	0
2019.07.26	102654	103209	102196	102819	1041396	13913284106	0
2019.07.29	102817	103483	102461	103483	838779	9582958278	0
2019.07.30	103483	103555	102596	102933	1004078	11473304156	0
2019.07.31	102946	103129	100950	101812	2544472	29068344154	0
2019.08.01	101819	104056	101819	102126	1709581	20139229616	0
2019.08.02	102122	103180	101667	102674	1163858	13854899282	0
2019.08.05	102658	102658	99630	100098	1379936	13692266283	0
2019.08.06	100098	102178	100098	102164	1209089	13902086008	0
2019.08.07	102163	102784	100476	102782	1263281	15074508046	0
2019.08.08	102782	104282	102782	104115	1417141	15019540539	0
2019.08.09	104102	104848	103547	103996	1128387	12903800926	0
2019.08.12	103946	103946	101621	101915	1119620	11658586143	0
2019.08.13	101912	103778	101414	103300	1220999	13607476842	0
2019.08.14	103270	103270	99955	100258	1645452	15948102109	0
2019.08.15	100262	101014	98200	99057	1450503	15132634657	0
2019.08.16	99059	100567	99059	99806	1339470	12752081583	0
2019.08.19	99810	100948	98908	99469	1171598	12068325721	0
2019.08.20	99472	99665	98002	99222	1160504	11471565614	0
2019.08.21	99227	101240	99221	101202	1270076	14237855014	0
2019.08.22	101209	101469	100011	100011	1043294	11225730320	0
2019.08.23	100007	100025	97085	97667	1474150	14037911025	0
2019.08.26	97687	98436	95961	96430	1084931	10013686694	0
2019.08.27	96434	97951	95855	97276	1272040	16228152269	0
2019.08.28	97273	98346	96557	98194	1035968	9994308696	0
2019.08.29	98194	100684	98194	100524	1236141	12455377115	0
2019.08.30	100526	101551	100526	101135	1105834	15820991454	0
2019.09.02	101133	101611	100626	100626	753010	7038612863	0
2019.09.03	100626	101417	99406	99681	1064277	10910199045	0
2019.09.04	99706	101201	99706	101201	1022269	11079115759	0
2019.09.05	101204	103259	101204	102243	1123152	12970973725	0
2019.09.06	102247	103182	102246	102935	918209	10588376119	0
2019.09.09	102937	104260	102793	103181	1376066	14741696322	0
2019.09.10	103180	103504	102231	103032	1354918	13601404227	0
2019.09.11	103036	104156	103036	103446	1053802	12878159387	0
2019.09.12	103453	104618	103453	104371	1114970	13174718634	0
2019.09.13	104371	104699	103275	103501	997601	11130486205	0
2019.09.16	103496	104005	102782	103680	1186379	16280540843	0
2019.09.17	103680	104619	103079	104617	1053178	12493092063	0
2019.09.18	104616	104762	103684	104532	4570670	50511711867	0
2019.09.19	104555	106001	104286	104339	3405862	37674754424	0
2019.09.20	104339	105045	103914	104817	1117927	18378018566	0
2019.09.23	104817	104817	104020	104638	776769	8377344973	0
2019.09.24	104638	104893	103504	103876	971183	10431874620	0
2019.09.25	103857	104481	103034	104481	1034675	10482238984	0
2019.09.26	104485	105342	104337	105319	957919	10557340484	0
2019.09.27	105319	105633	104506	105078	851233	9222449023	0
2019.09.30	105078	105178	104638	104745	965721	9887766632	0
2019.10.01	104745	105121	103838	104053	954797	10201435959	0
2019.10.02	104049	104049	100944	101031	1216203	12798382643	0
2019.10.03	101031	101560	99826	101516	1069538	11832445236	0
2019.10.04	101531	102580	101057	102551	1032191	12265589838	0
2019.10.07	102546	102546	100542	100573	995934	10158801892	0
2019.10.08	100565	101296	99868	99981	1077557	10923541979	0
2019.10.09	100005	101567	100005	101249	1796273	19069786775	0
2019.10.10	101262	102483	101152	101817	880719	10602459456	0
2019.10.11	101819	104381	101819	103832	1101210	12049605839	0
2019.10.14	103834	104305	103439	104302	720105	7897413230	0
2019.10.15	104299	105048	104053	104490	979655	11386781411	0
